env_name,algname,gamma,epsilon,threshold,Iteration,V_variation,V_delta,V_max_diff,V_average,V_sum,clock_time,# chg action at iter,# chg actions
"frozen-lake-(30, 30)",PI,0.9,0.001,0.00011111111111111109,27,0.1162994740060801,0.6606307346870636,0.1162994740060801,-0.5725232890481989,-515.270960143379,0.4695913791656494,24,5292
"frozen-lake-(30, 30)",PI,0.9,0.001,0.00011111111111111109,28,0.10466952660547191,0.6176432465514922,0.10466952660547191,-0.5718370187742529,-514.6533168968276,0.49067139625549316,23,5315
"frozen-lake-(30, 30)",PI,0.9,0.001,0.00011111111111111109,29,0.08478231655043245,0.4217394380929068,0.08478231655043245,-0.5713684193985941,-514.2315774587347,0.5079283714294434,20,5335
"frozen-lake-(30, 30)",PI,0.9,0.001,0.00011111111111111109,30,0.07630408489538898,0.31907759706049876,0.07630408489538898,-0.5710138887351935,-513.9124998616742,0.5249373912811279,13,5348
"frozen-lake-(30, 30)",PI,0.9,0.001,0.00011111111111111109,31,0.06867367640585031,0.12965424598350883,0.06867367640585031,-0.5708698284618784,-513.7828456156906,0.5408613681793213,13,5361
"frozen-lake-(30, 30)",PI,0.9,0.001,0.00011111111111111109,32,0.06180630876526505,0.19923378028460936,0.06180630876526505,-0.5706484575948956,-513.583611835406,0.5592272281646729,6,5367
"frozen-lake-(30, 30)",PI,0.9,0.001,0.00011111111111111109,33,0.055625677888738734,0.10568878798860426,0.055625677888738734,-0.5705310256082416,-513.4779230474174,0.5770761966705322,4,5371
"frozen-lake-(30, 30)",PI,0.9,0.001,0.00011111111111111109,34,0.05006311009986464,0.09511990918974345,0.05006311009986464,-0.570425336820253,-513.3828031382277,0.5984141826629639,2,5373
"frozen-lake-(30, 30)",PI,0.9,0.001,0.00011111111111111109,35,0.04505679908987836,0.08560791827076886,0.04505679908987836,-0.5703302169110633,-513.297195219957,0.6156160831451416,0,5373
"frozen-lake-(30, 30)",PI,0.9,0.001,0.00011111111111111109,36,0.0,0.0,0.0,-0.5703302169110633,-513.297195219957,0.641801118850708,0,5373
