algname,gamma,threshold,num_states,Iteration,variation,V_max_diff,# chg actions,clock_time
vi-forest,0.95,5.263157894736847e-06,5000,47,0.0029682554154373264,0.04736486712885224,12,1.0851821899414062
vi-forest,0.95,5.263157894736847e-06,5000,48,0.0025378583802009302,0.0447146395079443,12,1.1097261905670166
vi-forest,0.95,5.263157894736847e-06,5000,49,0.00216986891507176,0.042298085122958184,12,1.1391122341156006
vi-forest,0.95,5.263157894736847e-06,5000,50,0.0018552379223883975,0.03997704331987961,12,1.1661522388458252
vi-forest,0.95,5.263157894736847e-06,5000,51,0.0015862284236458635,0.037846005451918074,12,1.1929361820220947
vi-forest,0.95,5.263157894736847e-06,5000,52,0.0013562253022190163,0.035803013479076995,12,1.2145733833312988
vi-forest,0.95,5.263157894736847e-06,5000,53,0.0011595726333979428,0.033916231752341375,12,1.234647512435913
vi-forest,0.95,5.263157894736847e-06,5000,54,0.0009914346015555964,0.03211026076455248,12,1.2525255680084229
vi-forest,0.95,5.263157894736847e-06,5000,55,0.0008476765843301592,0.030434108010965133,12,1.2704975605010986
vi-forest,0.95,5.263157894736847e-06,5000,56,0.0007247634796012647,0.02883187333490511,12,1.2902026176452637
vi-forest,0.95,5.263157894736847e-06,5000,57,0.0006196727750609199,0.027338640270238912,12,1.3120746612548828
vi-forest,0.95,5.263157894736847e-06,5000,58,0.0005298202226793336,0.02591283934309807,12,1.3400444984436035
vi-forest,0.95,5.263157894736847e-06,5000,59,0.00045299629039163847,0.024579447685077582,12,1.366713523864746
vi-forest,0.95,5.263157894736847e-06,5000,60,0.0003873118282857746,0.02330744065323742,12,1.3940656185150146
vi-forest,0.95,5.263157894736847e-06,5000,61,0.00033115161318342246,0.022114472652809525,12,1.419414758682251
vi-forest,0.95,5.263157894736847e-06,5000,62,0.00028313462927442856,0.020977289616919137,12,1.4391226768493652
vi-forest,0.95,5.263157894736847e-06,5000,63,0.0002420801080322832,0.019908251793738785,12,1.4609246253967285
vi-forest,0.95,5.263157894736847e-06,5000,64,0.00020697849236661625,0.018889841593788148,12,1.485302448272705
vi-forest,0.95,5.263157894736847e-06,5000,65,0.00017696661097588162,0.017930602296519993,12,1.5109953880310059
vi-forest,0.95,5.263157894736847e-06,5000,66,0.00015130645238770057,0.01701726035365425,12,1.5368452072143555
vi-forest,0.95,5.263157894736847e-06,5000,67,0.00012936701679500118,0.016155616751241553,12,1.5643839836120605
vi-forest,0.95,5.263157894736847e-06,5000,68,0.00011060879936408696,0.015335546047086979,12,1.5918099880218506
vi-forest,0.95,5.263157894736847e-06,5000,69,9.457052345496209e-05,0.014560887867776984,12,1.6170878410339355
vi-forest,0.95,5.263157894736847e-06,5000,70,8.085779755262479e-05,0.0138238592746589,12,1.637847661972046
vi-forest,0.95,5.263157894736847e-06,5000,71,6.913341690761854e-05,0.013126905192850202,12,1.660402536392212
vi-forest,0.95,5.263157894736847e-06,5000,72,5.910907145789679e-05,0.01246399225860273,12,1.685429573059082
vi-forest,0.95,5.263157894736847e-06,5000,73,5.053825609913076e-05,0.011836581124335055,12,1.7072603702545166
vi-forest,0.95,5.263157894736847e-06,5000,74,4.321020896291827e-05,0.011239950933788379,12,1.7312445640563965
vi-forest,0.95,5.263157894736847e-06,5000,75,3.694472866655474e-05,0.010674874659713396,12,1.7573025226593018
vi-forest,0.95,5.263157894736847e-06,5000,76,3.15877430097089e-05,0.010137621177504386,12,1.7830684185028076
vi-forest,0.95,5.263157894736847e-06,5000,77,2.7007520277066988e-05,0.009628489491941394,12,1.809248447418213
vi-forest,0.95,5.263157894736847e-06,5000,78,2.3091429834920518e-05,0.009144499302916387,12,1.83659029006958
vi-forest,0.95,5.263157894736847e-06,5000,79,1.9743172506636597e-05,0.008685629073394097,12,1.8573112487792969
vi-forest,0.95,5.263157894736847e-06,5000,80,1.688041249536809e-05,0.008249472018338366,12,1.8789002895355225
vi-forest,0.95,5.263157894736847e-06,5000,81,1.4432752685422656e-05,0.007835795688032832,12,1.9031200408935547
vi-forest,0.95,5.263157894736847e-06,5000,82,1.2340003550548317e-05,0.007442634792131031,12,1.9277031421661377
vi-forest,0.95,5.263157894736847e-06,5000,83,1.0550703036571463e-05,0.007069623827270277,12,1.9529311656951904
vi-forest,0.95,5.263157894736847e-06,5000,84,9.020851097218952e-06,0.0067151403191196835,12,1.9817070960998535
vi-forest,0.95,5.263157894736847e-06,5000,85,7.71282768496917e-06,0.006378740567519969,12,2.009209156036377
vi-forest,0.95,5.263157894736847e-06,5000,86,6.594467672371707e-06,0.006059070820514378,12,2.0361781120300293
vi-forest,0.95,5.263157894736847e-06,5000,87,5.638269863439405e-06,0.005755647423669075,12,2.061692953109741
vi-forest,0.95,5.263157894736847e-06,5000,88,4.820720734599604e-06,0.0054673294168487985,12,2.0829718112945557
