episode,V_average,V_sum,time,epsilon,decay
21,39.92422206035889,119.77266618107669,0.10418319702148438,0.630716071645524,non-linear - epsilon: 0.7
22,40.841507825615736,122.52452347684721,0.11097002029418945,0.629926368050945,non-linear - epsilon: 0.7
23,41.71165067195477,125.13495201586431,0.11796331405639648,0.6291806225923704,non-linear - epsilon: 0.7
24,42.3760309739251,127.12809292177529,0.12392258644104004,0.6284745855924376,non-linear - epsilon: 0.7
25,42.72130347129448,128.16391041388346,0.12860774993896484,0.627804576686216,non-linear - epsilon: 0.7
26,43.323315221989596,129.9699456659688,0.13231182098388672,0.6271673890720211,non-linear - epsilon: 0.7
27,44.07419786392154,132.22259359176462,0.13680291175842285,0.6265602128874412,non-linear - epsilon: 0.7
28,44.6997344829523,134.0992034488569,0.14118099212646484,0.6259805733316344,non-linear - epsilon: 0.7
29,45.30961862913358,135.92885588740074,0.14566874504089355,0.6254262802764106,non-linear - epsilon: 0.7
30,45.78488070125088,137.35464210375264,0.1511976718902588,0.6248953869145089,non-linear - epsilon: 0.7
31,46.38795404845376,139.16386214536126,0.1597886085510254,0.6243861555800604,non-linear - epsilon: 0.7
32,46.833171579442215,140.49951473832664,0.16802263259887695,0.6238970293082579,non-linear - epsilon: 0.7
33,47.44756540976075,142.34269622928224,0.17402935028076172,0.6234266080229577,non-linear - epsilon: 0.7
34,47.97939189044115,143.93817567132345,0.1795186996459961,0.6229736284829599,non-linear - epsilon: 0.7
35,48.48677478526057,145.46032435578172,0.1846768856048584,0.6225369473015128,non-linear - epsilon: 0.7
36,48.90218410882979,146.70655232648937,0.18900680541992188,0.6221155264944394,non-linear - epsilon: 0.7
37,49.32297774778953,147.96893324336858,0.19286799430847168,0.6217084211211106,non-linear - epsilon: 0.7
38,49.790318301047506,149.37095490314252,0.19683599472045898,0.6213147686672417,non-linear - epsilon: 0.7
39,50.25748300395071,150.77244901185213,0.20151519775390625,0.6209337798849832,non-linear - epsilon: 0.7
40,50.49846338300313,151.49539014900938,0.20847105979919434,0.6205647308583029,non-linear - epsilon: 0.7
41,50.939130544520275,152.81739163356082,0.21376323699951172,0.6202069561034245,non-linear - epsilon: 0.7
42,51.36992548988184,154.1097764696455,0.2180161476135254,0.6198598425475128,non-linear - epsilon: 0.7
43,51.66849411041676,155.00548233125028,0.22277498245239258,0.6195228242556938,non-linear - epsilon: 0.7
44,52.10268160869868,156.30804482609605,0.22796392440795898,0.6191953777982666,non-linear - epsilon: 0.7
45,52.54254209317065,157.62762627951196,0.234238862991333,0.6188770181676841,non-linear - epsilon: 0.7
46,52.739992144171566,158.2199764325147,0.24088478088378906,0.6185672951693587,non-linear - epsilon: 0.7
47,53.091916623031096,159.2757498690933,0.24543142318725586,0.6182657902222582,non-linear - epsilon: 0.7
48,53.52095795582991,160.5628738674897,0.25069236755371094,0.6179721135150784,non-linear - epsilon: 0.7
49,53.75353048868596,161.2605914660579,0.2548670768737793,0.6176859014719246,non-linear - epsilon: 0.7
50,54.1574484933592,162.4723454800776,0.25867509841918945,0.6174068144882188,non-linear - epsilon: 0.7
51,54.538906086961994,163.616718260886,0.26282525062561035,0.6171345349032142,non-linear - epsilon: 0.7
52,54.92063654503564,164.76190963510692,0.2675802707672119,0.6168687651802572,non-linear - epsilon: 0.7
53,55.3792026124573,166.1376078373719,0.2715132236480713,0.6166092262699387,non-linear - epsilon: 0.7
54,55.697807446678716,167.09342234003614,0.2751460075378418,0.6163556561346663,non-linear - epsilon: 0.7
55,56.031661411838094,168.0949842355143,0.2788369655609131,0.6161078084160525,non-linear - epsilon: 0.7
56,56.27446505322837,168.8233951596851,0.2823600769042969,0.6158654512289632,non-linear - epsilon: 0.7
57,56.43047489444026,169.29142468332077,0.28600502014160156,0.6156283660681439,non-linear - epsilon: 0.7
58,56.645820654648254,169.93746196394477,0.28936195373535156,0.6153963468151347,non-linear - epsilon: 0.7
59,56.79808632957551,170.39425898872653,0.29305291175842285,0.6151691988347079,non-linear - epsilon: 0.7
60,57.06040696661848,171.18122089985545,0.2965357303619385,0.6149467381513831,non-linear - epsilon: 0.7
61,57.365672911207184,172.09701873362155,0.30146169662475586,0.6147287906977108,non-linear - epsilon: 0.7
62,57.59338705100236,172.78016115300707,0.3060150146484375,0.6145151916269977,non-linear - epsilon: 0.7
63,57.895300646581624,173.68590193974487,0.3129079341888428,0.6143057846840043,non-linear - epsilon: 0.7
64,58.24256478515782,174.72769435547346,0.3182027339935303,0.6141004216278826,non-linear - epsilon: 0.7
65,58.43248300825886,175.2974490247766,0.322739839553833,0.6138989617022715,non-linear - epsilon: 0.7
66,58.71047524372537,176.1314257311761,0.32711076736450195,0.6137012711480325,non-linear - epsilon: 0.7
67,58.7320444287792,176.19613328633758,0.33069849014282227,0.6135072227545999,non-linear - epsilon: 0.7
68,58.892560267950905,176.67768080385272,0.3344004154205322,0.6133166954463591,non-linear - epsilon: 0.7
69,59.07466963020641,177.22400889061922,0.33794260025024414,0.6131295739008403,non-linear - epsilon: 0.7
70,59.282190471773426,177.84657141532028,0.3413574695587158,0.6129457481958605,non-linear - epsilon: 0.7
71,59.37825948592677,178.1347784577803,0.3450348377227783,0.6127651134830321,non-linear - epsilon: 0.7
72,59.47382070727667,178.42146212183002,0.3484938144683838,0.612587569685331,non-linear - epsilon: 0.7
73,59.76695832276477,179.30087496829432,0.3527257442474365,0.6124130212166361,non-linear - epsilon: 0.7
74,59.960760655869045,179.88228196760713,0.3568758964538574,0.6122413767213707,non-linear - epsilon: 0.7
75,60.09718062403366,180.291541872101,0.36267590522766113,0.6120725488325494,non-linear - epsilon: 0.7
76,60.34695338527308,181.04086015581925,0.36717772483825684,0.6119064539467042,non-linear - epsilon: 0.7
77,60.398671431049216,181.19601429314764,0.3707234859466553,0.6117430120143043,non-linear - epsilon: 0.7
78,60.60992704440622,181.82978113321866,0.37412548065185547,0.6115821463444167,non-linear - epsilon: 0.7
79,60.83961110218376,182.51883330655127,0.37760353088378906,0.6114237834224703,non-linear - epsilon: 0.7
80,61.07911722970806,183.23735168912418,0.3810124397277832,0.6112678527400893,non-linear - epsilon: 0.7
81,61.274521393899306,183.82356418169792,0.3843395709991455,0.6111142866360556,non-linear - epsilon: 0.7
82,61.48507040703887,184.4552112211166,0.38774871826171875,0.6109630201475454,non-linear - epsilon: 0.7
83,61.68834682566406,185.06504047699218,0.39237070083618164,0.610813990870858,non-linear - epsilon: 0.7
84,61.85299434700221,185.55898304100663,0.3972487449645996,0.6106671388309239,non-linear - epsilon: 0.7
85,62.05414320658397,186.16242961975192,0.400998592376709,0.6105224063589433,non-linear - epsilon: 0.7
86,62.20343296727619,186.61029890182857,0.40561962127685547,0.6103797379775544,non-linear - epsilon: 0.7
87,62.35897427762029,187.07692283286087,0.41133666038513184,0.6102390802929916,non-linear - epsilon: 0.7
88,62.54513292048271,187.63539876144813,0.41862058639526367,0.610100381893727,non-linear - epsilon: 0.7
89,62.62357354554266,187.870720636628,0.42586445808410645,0.6099635932551415,non-linear - epsilon: 0.7
90,62.81481737322057,188.44445211966172,0.4329965114593506,0.6098286666497987,non-linear - epsilon: 0.7
91,63.042152196383604,189.12645658915082,0.43994641304016113,0.609695556062937,non-linear - epsilon: 0.7
92,63.27366842552976,189.8210052765893,0.4444453716278076,0.60956421711282,non-linear - epsilon: 0.7
93,63.51011319713649,190.53033959140947,0.4480135440826416,0.6094346069756186,non-linear - epsilon: 0.7
94,63.7025665041019,191.10769951230571,0.4563472270965576,0.6093066843145181,non-linear - epsilon: 0.7
95,63.86557634705982,191.59672904117946,0.4627876281738281,0.6091804092127732,non-linear - epsilon: 0.7
96,64.1054731472694,192.3164194418082,0.46898841857910156,0.60905574311045,non-linear - epsilon: 0.7
97,64.29896006450264,192.8968801935079,0.475278377532959,0.6089326487446154,non-linear - epsilon: 0.7
98,64.40958964247663,193.22876892742988,0.4815523624420166,0.6088110900927546,non-linear - epsilon: 0.7
99,64.57174932349744,193.71524797049233,0.48792195320129395,0.6086910323192081,non-linear - epsilon: 0.7
100,64.68419309890974,194.05257929672922,0.49158596992492676,0.6085724417244414,non-linear - epsilon: 0.7
