Iteration,Fitness,Time,State,pop_size,keep_pct,Population Size,Keep Percent,run_number
2048,0.9403463554074489,7355.837175608998,[ 3 12 15  8  4 13 16  6 10 17 14  9  1  2 18  7  0 19  5 11],3000,0.2,3000,0.2,2
4096,0.9403463554074489,14613.115642776,[ 3 12 15  8  4 13 16  6 10 17 14  9  1  2 18  7  0 19  5 11],3000,0.2,3000,0.2,2
0,0.4464772815664908,0.29675232299632626,[14  2  1 17  4 16  6  7 15 12  9 11 19 18 13  5  0  8  3 10],3000,0.2,3000,0.2,3
1,0.6842471678244025,3.992294399999082,[ 9 10 15  4 13 14  0  7 18  6 16 17  2 19  5 11  3 12  1  8],3000,0.2,3000,0.2,3
2,0.6842471678244025,7.681031913998595,[ 9 10 15  4 13 14  0  7 18  6 16 17  2 19  5 11  3 12  1  8],3000,0.2,3000,0.2,3
4,0.7009023430546806,15.080301960995712,[ 1 15 14 13  2 18  0  7 11 12  3  5 19 17 16  6 10  4  9  8],3000,0.2,3000,0.2,3
8,0.8443804192181315,29.82104739799979,[ 9 14 15 12  3  5 11 19 18  7  0  1  2  4  6 16 10 17  8 13],3000,0.2,3000,0.2,3
16,1.0095389322022141,58.35659450399544,[ 9 15  8 17 10 16  6  2 18  7  0 19 11  5  3 12  1 13  4 14],3000,0.2,3000,0.2,3
32,1.0111609484348982,115.6252648669979,[ 9 14  8 17 10 16  6  2 18  7  0 19 11  5  3 12  1 13  4 15],3000,0.2,3000,0.2,3
64,1.0111609484348982,233.7517572279976,[ 9 14  8 17 10 16  6  2 18  7  0 19 11  5  3 12  1 13  4 15],3000,0.2,3000,0.2,3
128,1.0111609484348982,456.861110643993,[ 9 14  8 17 10 16  6  2 18  7  0 19 11  5  3 12  1 13  4 15],3000,0.2,3000,0.2,3
256,1.0111609484348982,904.0909368679932,[ 9 14  8 17 10 16  6  2 18  7  0 19 11  5  3 12  1 13  4 15],3000,0.2,3000,0.2,3
512,1.0111609484348982,1837.5064077759962,[ 9 14  8 17 10 16  6  2 18  7  0 19 11  5  3 12  1 13  4 15],3000,0.2,3000,0.2,3
1024,1.0111609484348982,3656.5324500549978,[ 9 14  8 17 10 16  6  2 18  7  0 19 11  5  3 12  1 13  4 15],3000,0.2,3000,0.2,3
2048,1.0111609484348982,7286.379240275994,[ 9 14  8 17 10 16  6  2 18  7  0 19 11  5  3 12  1 13  4 15],3000,0.2,3000,0.2,3
4096,1.0111609484348982,14523.972164549996,[ 9 14  8 17 10 16  6  2 18  7  0 19 11  5  3 12  1 13  4 15],3000,0.2,3000,0.2,3
0,0.39458882985438637,0.2959510299988324,[19  3 18  6 13  4  0 17 12 11 15 10  9  2 16  7  8  1  5 14],3000,0.2,3000,0.2,4
1,0.6946859036789214,3.991653631994268,[10 17  4 16  8 14 15  9  6  7  2 18  0 11 19  5 12  3 13  1],3000,0.2,3000,0.2,4
2,0.7146019015978103,7.899416697997367,[10 16  6 17  4 13 14 15  8  2  0 18  7  5 11 19  9  1  3 12],3000,0.2,3000,0.2,4
4,0.7416067022726721,15.358220010006335,[ 9 12  3  5 11  1 10  6 16 18  0 19  7  2 15 17 13  4  8 14],3000,0.2,3000,0.2,4
8,0.8310756932699355,30.48919042000489,[ 7 18  0 11  5  3 12  9 14 15  1 19  2 13  4  8 17 10 16  6],3000,0.2,3000,0.2,4
16,0.9684665276311858,60.051523928006645,[ 0 11 19  5  3 12 14  9 15  1  8 13  4 17 10 16  6  2 18  7],3000,0.2,3000,0.2,4
32,0.9684665276311858,120.41276404699602,[ 0 11 19  5  3 12 14  9 15  1  8 13  4 17 10 16  6  2 18  7],3000,0.2,3000,0.2,4
64,0.9684665276311858,238.87416064900754,[ 0 11 19  5  3 12 14  9 15  1  8 13  4 17 10 16  6  2 18  7],3000,0.2,3000,0.2,4
128,0.9684665276311858,471.6312328990025,[ 0 11 19  5  3 12 14  9 15  1  8 13  4 17 10 16  6  2 18  7],3000,0.2,3000,0.2,4
256,0.9684665276311858,944.3184318900021,[ 0 11 19  5  3 12 14  9 15  1  8 13  4 17 10 16  6  2 18  7],3000,0.2,3000,0.2,4
512,0.9684665276311858,1878.0512698079983,[ 0 11 19  5  3 12 14  9 15  1  8 13  4 17 10 16  6  2 18  7],3000,0.2,3000,0.2,4
1024,0.9684665276311858,3666.2241392590076,[ 0 11 19  5  3 12 14  9 15  1  8 13  4 17 10 16  6  2 18  7],3000,0.2,3000,0.2,4
2048,0.9684665276311858,7426.212668624008,[ 0 11 19  5  3 12 14  9 15  1  8 13  4 17 10 16  6  2 18  7],3000,0.2,3000,0.2,4
4096,0.9684665276311858,14425.942851293003,[ 0 11 19  5  3 12 14  9 15  1  8 13  4 17 10 16  6  2 18  7],3000,0.2,3000,0.2,4
