Iteration,Fitness,Time,State,schedule,Temperature,run_number
64,825.0,0.013768940999998591,"[2 4 1 3 2 1 0 2 2 3 4 4 2 2 4 4 4 4 1 2 3 3 4 4 4 4 4 0 4 1 2 2 4 4 4 2 4
 1 4 4 4 2 2 2 4 3 0 3 2 1]",10,10,3
128,914.0,0.020808066999999042,"[0 4 1 3 3 1 0 2 2 4 4 4 4 3 4 4 4 4 1 2 2 0 4 4 4 4 4 0 4 4 3 4 3 4 4 2 4
 3 4 3 4 3 4 2 4 4 2 3 2 4]",10,10,3
256,977.0,0.03889293999999843,"[1 4 3 4 3 1 0 2 3 4 4 4 4 3 4 4 4 4 4 2 3 3 4 0 3 4 4 0 4 4 3 4 3 4 4 2 4
 3 4 3 3 3 4 3 4 4 4 3 4 4]",10,10,3
512,982.0,0.0698939119999995,"[1 4 3 4 3 1 0 2 3 4 4 4 4 4 4 4 4 4 4 2 4 3 4 0 3 4 4 1 4 4 3 4 3 4 4 2 4
 3 4 3 3 3 4 3 4 4 4 3 4 4]",10,10,3
1024,982.0,0.13670519299999917,"[1 4 3 4 3 1 0 2 3 4 4 4 4 4 4 4 4 4 4 2 4 3 4 0 3 4 4 1 4 4 3 4 3 4 4 2 4
 3 4 3 3 3 4 3 4 4 4 3 4 4]",10,10,3
2048,982.0,0.3233065039999996,"[1 4 3 4 3 1 0 2 3 4 4 4 4 4 4 4 4 4 4 2 4 3 4 0 3 4 4 1 4 4 3 4 3 4 4 2 4
 3 4 3 3 3 4 3 4 4 4 3 4 4]",10,10,3
4096,982.0,0.9149556259999994,"[1 4 3 4 3 1 0 2 3 4 4 4 4 4 4 4 4 4 4 2 4 3 4 0 3 4 4 1 4 4 3 4 3 4 4 2 4
 3 4 3 3 3 4 3 4 4 4 3 4 4]",10,10,3
8192,982.0,1.4134649459999995,"[1 4 3 4 3 1 0 2 3 4 4 4 4 4 4 4 4 4 4 2 4 3 4 0 3 4 4 1 4 4 3 4 3 4 4 2 4
 3 4 3 3 3 4 3 4 4 4 3 4 4]",10,10,3
0,509.0,0.00011923599999974499,"[2 1 0 0 2 1 2 4 1 0 4 2 4 2 4 3 0 1 0 2 0 1 2 2 0 0 3 2 1 0 4 3 2 3 2 1 2
 1 0 1 1 1 3 0 4 2 3 3 0 2]",10,10,4
1,517.0,0.000454780000000099,"[2 1 0 0 2 1 4 4 1 0 4 2 4 2 4 3 0 1 0 2 0 1 2 2 0 0 3 2 1 0 4 3 2 3 2 1 2
 1 0 1 1 1 3 0 4 2 3 3 0 2]",10,10,4
2,524.0,0.000745513000000031,"[2 1 0 0 2 1 4 4 1 0 4 2 4 2 4 3 0 1 0 2 0 1 2 2 0 0 3 2 1 0 4 3 2 3 2 1 2
 1 0 1 1 1 3 0 4 3 3 3 0 2]",10,10,4
4,535.0,0.0012478930000003885,"[2 1 0 0 2 1 4 1 1 0 4 2 4 2 4 3 0 1 0 2 0 1 2 2 0 0 3 2 1 0 4 3 2 3 2 1 2
 1 0 1 1 1 3 0 4 3 3 3 2 2]",10,10,4
8,572.0,0.0018192020000000753,"[2 1 0 0 2 1 4 1 2 0 4 2 4 2 4 3 0 1 0 2 0 1 2 2 0 0 3 2 1 0 3 3 2 3 2 1 2
 0 0 1 1 1 3 4 4 3 3 3 2 2]",10,10,4
16,578.0,0.0027241870000001,"[2 1 0 1 3 1 0 1 2 0 4 2 4 2 4 3 0 1 0 2 0 1 2 2 0 0 3 2 1 0 3 3 2 3 2 1 2
 0 0 3 2 1 3 4 4 3 3 3 2 2]",10,10,4
32,660.0,0.004323437000000041,"[4 4 0 4 3 1 0 4 2 0 4 2 4 2 4 3 0 4 0 2 0 1 4 2 0 0 3 2 1 0 3 3 2 3 2 1 2
 0 4 3 4 1 3 4 4 3 3 3 2 2]",10,10,4
64,788.0,0.011154243000000008,"[1 4 2 4 3 2 0 3 2 0 4 2 4 1 4 4 4 4 0 2 1 3 4 2 0 0 3 0 4 1 3 3 2 3 4 3 2
 4 3 3 4 1 3 4 4 3 3 3 2 2]",10,10,4
128,939.0,0.019783256000000193,"[1 4 0 4 3 4 3 0 3 3 4 2 4 4 4 4 4 4 0 3 1 4 4 4 0 2 3 2 4 3 3 3 2 3 4 4 2
 4 3 3 4 3 4 4 4 4 4 3 4 4]",10,10,4
256,979.0,0.03459721099999946,"[2 4 2 4 4 4 3 0 4 4 4 2 4 4 4 4 4 4 0 4 4 3 4 4 0 2 3 2 4 4 3 3 2 3 4 4 2
 4 3 3 4 3 4 4 4 4 4 3 4 4]",10,10,4
512,983.0,0.07463937500000029,"[2 4 2 4 4 4 3 0 4 4 4 2 4 4 4 4 4 4 0 4 4 3 4 4 0 2 3 2 4 4 3 3 2 3 4 4 2
 4 3 4 4 3 4 4 4 4 4 3 4 4]",10,10,4
1024,983.0,0.14470656199999965,"[2 4 2 4 4 4 3 0 4 4 4 2 4 4 4 4 4 4 0 4 4 3 4 4 0 2 3 2 4 4 3 3 2 3 4 4 2
 4 3 4 4 3 4 4 4 4 4 3 4 4]",10,10,4
2048,983.0,0.3325282259999991,"[2 4 2 4 4 4 3 0 4 4 4 2 4 4 4 4 4 4 0 4 4 3 4 4 0 2 3 2 4 4 3 3 2 3 4 4 2
 4 3 4 4 3 4 4 4 4 4 3 4 4]",10,10,4
4096,983.0,0.9146109839999994,"[2 4 2 4 4 4 3 0 4 4 4 2 4 4 4 4 4 4 0 4 4 3 4 4 0 2 3 2 4 4 3 3 2 3 4 4 2
 4 3 4 4 3 4 4 4 4 4 3 4 4]",10,10,4
8192,983.0,1.4248434229999987,"[2 4 2 4 4 4 3 0 4 4 4 2 4 4 4 4 4 4 0 4 4 3 4 4 0 2 3 2 4 4 3 3 2 3 4 4 2
 4 3 4 4 3 4 4 4 4 4 3 4 4]",10,10,4
