Iteration,Fitness,Time,State,schedule,Temperature,run_number
256,641.0,0.07263191300000926,"[0 1 0 3 1 1 3 1 2 4 3 1 0 1 1 4 2 3 0 2 0 3 0 0 2 4 2 1 4 2 3 1 3 2 4 3 4
 4 2 0 1 3 1 0 4 2 1 3 4 3]",250,250,0
512,998.0,0.14881703600001117,"[3 4 3 3 2 4 4 2 4 4 4 4 4 3 4 4 4 4 4 4 4 1 0 0 4 4 4 0 3 4 4 0 3 4 4 0 4
 3 0 4 4 3 4 4 4 3 4 4 4 4]",250,250,0
1024,1014.0,0.3554946969999975,"[3 4 3 3 2 4 4 0 4 4 4 4 4 4 4 4 4 4 4 4 4 1 2 0 4 4 4 0 3 4 4 0 4 4 4 0 4
 3 2 4 4 3 4 4 4 3 4 4 4 4]",250,250,0
2048,1014.0,0.9032290620000083,"[3 4 3 3 2 4 4 0 4 4 4 4 4 4 4 4 4 4 4 4 4 1 2 0 4 4 4 0 3 4 4 0 4 4 4 0 4
 3 2 4 4 3 4 4 4 3 4 4 4 4]",250,250,0
4096,1014.0,2.5842216710000088,"[3 4 3 3 2 4 4 0 4 4 4 4 4 4 4 4 4 4 4 4 4 1 2 0 4 4 4 0 3 4 4 0 4 4 4 0 4
 3 2 4 4 3 4 4 4 3 4 4 4 4]",250,250,0
8192,1014.0,4.329240969000011,"[3 4 3 3 2 4 4 0 4 4 4 4 4 4 4 4 4 4 4 4 4 1 2 0 4 4 4 0 3 4 4 0 4 4 4 0 4
 3 2 4 4 3 4 4 4 3 4 4 4 4]",250,250,0
0,535.0,0.0003015099999998938,"[4 0 3 3 3 1 3 2 4 0 0 4 2 1 0 1 1 0 1 4 3 0 3 0 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 3 3 2 4 2 0 0 4 0 4 1 4]",300,300,0
1,517.0,0.001200663000005875,"[4 0 3 3 3 1 3 2 4 0 0 4 2 1 0 1 1 0 1 4 3 0 3 0 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 3 3 2 2 2 0 0 4 0 4 1 4]",300,300,0
2,531.0,0.0020134800000022324,"[4 2 3 3 3 1 3 2 4 0 0 4 2 1 0 1 1 0 1 4 3 0 3 0 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 3 3 2 2 2 0 0 4 0 4 1 4]",300,300,0
4,527.0,0.003205579999999486,"[4 2 3 3 3 1 3 2 4 0 0 4 2 1 0 1 1 0 1 4 3 0 3 0 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 4 1 2 2 2 0 0 4 0 4 1 4]",300,300,0
8,499.0,0.004771969999993075,"[2 2 3 3 3 1 3 2 4 0 0 2 1 1 0 1 1 0 1 4 3 0 3 0 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 4 1 2 2 2 0 0 4 0 4 1 4]",300,300,0
16,499.0,0.007420155999994904,"[2 2 3 3 3 1 3 2 4 0 0 2 0 2 4 1 1 0 1 4 4 1 3 4 2 3 0 1 3 3 3 0 1 1 1 0 2
 4 4 1 2 2 2 0 0 4 0 3 1 1]",300,300,0
32,553.0,0.012870401000000697,"[3 2 3 2 3 3 3 2 4 4 0 2 0 0 1 1 1 0 1 4 1 1 4 3 2 3 0 1 3 3 3 0 1 1 2 0 3
 4 4 1 2 2 2 3 0 4 0 3 1 1]",300,300,0
64,590.0,0.022446236999996927,"[3 2 3 3 3 4 1 0 3 4 0 0 3 0 1 4 0 0 4 1 1 1 4 3 4 0 3 1 3 1 3 0 0 1 2 3 4
 4 4 1 3 3 2 0 1 3 0 3 1 1]",300,300,0
128,678.0,0.04431345800000486,"[0 2 1 2 2 2 1 3 2 0 0 1 3 2 1 4 2 0 1 4 3 4 0 1 4 4 3 4 3 4 1 2 3 2 4 1 4
 4 4 0 4 2 3 2 1 4 4 4 1 2]",300,300,0
256,663.0,0.08575692099999799,"[0 1 0 3 1 1 3 1 4 4 3 1 0 1 1 4 2 3 0 2 3 3 0 0 2 4 2 1 4 2 3 1 3 2 4 3 4
 4 3 1 1 3 1 0 4 0 3 3 4 3]",300,300,0
512,977.0,0.15285467600000402,"[1 4 4 2 4 4 2 0 4 4 3 4 3 3 4 4 4 4 4 4 3 2 4 4 3 2 3 0 3 4 4 0 4 4 4 2 4
 3 0 4 2 3 4 4 4 3 4 4 4 4]",300,300,0
1024,997.0,0.35083357999999976,"[1 4 4 2 4 4 2 0 4 4 3 4 3 4 4 4 4 4 4 4 4 2 4 4 3 2 3 0 3 4 4 0 4 4 4 4 4
 3 0 4 2 3 4 4 4 3 4 4 4 4]",300,300,0
2048,997.0,0.879283615999995,"[1 4 4 2 4 4 2 0 4 4 3 4 3 4 4 4 4 4 4 4 4 2 4 4 3 2 3 0 3 4 4 0 4 4 4 4 4
 3 0 4 2 3 4 4 4 3 4 4 4 4]",300,300,0
4096,997.0,2.3631168550000012,"[1 4 4 2 4 4 2 0 4 4 3 4 3 4 4 4 4 4 4 4 4 2 4 4 3 2 3 0 3 4 4 0 4 4 4 4 4
 3 0 4 2 3 4 4 4 3 4 4 4 4]",300,300,0
8192,997.0,4.1358187619999995,"[1 4 4 2 4 4 2 0 4 4 3 4 3 4 4 4 4 4 4 4 4 2 4 4 3 2 3 0 3 4 4 0 4 4 4 4 4
 3 0 4 2 3 4 4 4 3 4 4 4 4]",300,300,0
0,587.0,0.00024987500000861473,"[3 4 0 1 3 0 0 1 4 4 1 2 4 2 4 3 4 2 4 2 4 1 1 0 1 1 1 1 0 4 1 0 0 3 2 1 0
 3 1 1 3 4 0 1 3 4 2 4 0 3]",1,1,1
1,587.0,0.0008070129999993014,"[3 4 0 1 3 0 0 1 4 4 1 2 4 2 4 3 4 2 4 2 4 1 1 0 1 1 1 1 0 4 1 0 0 3 2 1 0
 3 1 1 3 4 0 1 3 4 2 4 0 3]",1,1,1
2,587.0,0.0012894380000005867,"[3 4 0 1 3 0 0 1 4 4 1 2 4 2 4 3 4 2 4 2 4 1 1 0 1 1 1 1 0 4 1 0 0 3 2 1 0
 3 1 1 3 4 0 1 3 4 2 4 0 3]",1,1,1
4,605.0,0.001958545999997341,"[3 4 0 1 3 0 0 1 4 4 1 2 4 2 4 3 4 2 4 2 4 1 1 4 1 1 2 1 0 4 1 0 0 3 2 1 0
 3 1 1 3 4 0 1 3 4 2 4 0 3]",1,1,1
8,613.0,0.002870321000003173,"[3 4 0 1 3 0 0 1 4 4 1 2 4 2 4 3 4 2 4 2 4 1 1 4 1 1 2 1 0 4 1 0 0 3 2 1 0
 3 1 3 3 4 0 1 3 4 2 4 0 3]",1,1,1
